#dig label(dig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,i,d,i,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,i,d,i,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
